,0
180,0.027
181,0.036
182,0.024000000000000004
183,0.042
184,0.034
185,0.009
186,0.022
187,0.025
188,0.024000000000000004
189,0.032
190,0.026
191,0.04
192,0.02
193,0.012000000000000002
194,0.034
195,0.029
196,0.032
197,0.021
198,0.026
199,0.019
200,0.021
201,0.025
202,0.028
203,0.026
204,0.023
205,0.018
206,0.02
207,0.019
208,0.015
209,0.039
210,0.021
211,0.038
212,0.033
213,0.015
214,0.021
215,0.022
216,0.016
217,0.024
218,0.024
219,0.019
220,0.03
221,0.023
222,0.02
223,0.023
224,0.023
225,0.024
226,0.034
227,0.021
228,0.028
229,0.04
230,0.019
231,0.03
232,0.039
233,0.018
234,0.02
235,0.03
236,0.035
237,0.033
238,0.03
239,0.029
240,0.023
241,0.025
242,0.017
243,0.04
244,0.029
245,0.023000000000000003
246,0.034
247,0.028
248,0.027
249,0.018
250,0.022
251,0.017
252,0.02
253,0.023
254,0.03
255,0.019
256,0.031
257,0.022
258,0.038
259,0.009
260,0.025000000000000005
261,0.019
262,0.037
263,0.031
264,0.019
265,0.029
266,0.029999999999999995
267,0.019
268,0.023
269,0.025
270,0.013
271,0.035
272,0.025
273,0.023000000000000003
274,0.015
275,0.023
276,0.03
277,0.038
278,0.024
279,0.044
280,0.022
281,0.024
282,0.022000000000000002
283,0.024
284,0.025
285,0.03
286,0.019
287,0.024
288,0.028
289,0.023
290,0.018
291,0.017
292,0.031
293,0.026
294,0.008
295,0.02
296,0.026
297,0.02
298,0.026
299,0.026
300,0.026
301,0.024
302,0.024
303,0.022
304,0.021
305,0.03
306,0.019
307,0.022
308,0.029999999999999995
309,0.021
310,0.027
311,0.029000000000000005
312,0.022
313,0.021
314,0.024
315,0.024
316,0.036
317,0.028
318,0.026000000000000002
319,0.023
320,0.022
321,0.023
322,0.042
323,0.023
324,0.015
325,0.033
326,0.02
327,0.036
328,0.024
329,0.024
330,0.029
331,0.025
332,0.026999999999999996
333,0.018
334,0.02
335,0.02
336,0.032
337,0.023
338,0.023000000000000003
339,0.017
340,0.039
341,0.015
342,0.039
343,0.025
344,0.015
345,0.03
346,0.034
347,0.012
348,0.022000000000000002
349,0.027
350,0.036
351,0.024
352,0.027
353,0.022
354,0.022000000000000002
355,0.019
356,0.025
357,0.031
358,0.02
359,0.022
360,0.024
361,0.027
362,0.037
363,0.022
364,0.02
365,0.007
366,0.038
367,0.019
368,0.021
369,0.033
370,0.013
371,0.03
372,0.033
373,0.042
374,0.024
375,0.027
376,0.029
377,0.009
378,0.027
379,0.032
380,0.026
381,0.015
382,0.038
383,0.017
384,0.023
385,0.015
386,0.03
387,0.035
388,0.012
389,0.008
390,0.023
391,0.024
392,0.026
393,0.026000000000000002
394,0.025
395,0.021
396,0.022
397,0.03
398,0.034
399,0.029
400,0.014
401,0.017
402,0.022
403,0.026
404,0.027000000000000003
405,0.028
406,0.034
407,0.021
408,0.023
409,0.028
410,0.015
411,0.043
412,0.027
413,0.025
414,0.027
415,0.012
416,0.034
417,0.026
418,0.02
419,0.035
420,0.02
421,0.026
422,0.017
423,0.030000000000000002
424,0.028
425,0.041
426,0.024
427,0.022
428,0.028
429,0.024
430,0.027000000000000003
431,0.021
432,0.016
433,0.03
434,0.017
435,0.021
436,0.022000000000000002
437,0.016
438,0.019
439,0.019
440,0.019
441,0.034
442,0.017
443,0.022
444,0.023000000000000003
445,0.019
446,0.022
447,0.021
448,0.028
449,0.021
450,0.03
451,0.017
452,0.037
453,0.025
454,0.014000000000000002
455,0.018
456,0.024
457,0.019
458,0.029
459,0.021
460,0.023
461,0.029
462,0.018
463,0.022000000000000002
464,0.024000000000000004
465,0.024
466,0.024
467,0.022
468,0.017
469,0.027
470,0.026
471,0.019
472,0.012000000000000002
473,0.024
474,0.036
475,0.021
476,0.034
477,0.033
478,0.020000000000000004
479,0.024
480,0.027
481,0.01
482,0.023
483,0.029
484,0.03
485,0.017
486,0.013
487,0.042
488,0.023
489,0.025
490,0.018
491,0.023000000000000003
492,0.024
493,0.024
494,0.026
495,0.017
496,0.019
497,0.028
498,0.028
499,0.016
500,0.025
501,0.028
502,0.03
503,0.018
504,0.025
505,0.024
506,0.016
507,0.03
508,0.024
509,0.019
510,0.022
511,0.027999999999999997
512,0.017
513,0.042
514,0.026
515,0.023
516,0.019
517,0.014
518,0.025
519,0.017
520,0.023
521,0.022000000000000002
522,0.035
523,0.042
524,0.042
525,0.03
526,0.039
527,0.032
528,0.03
529,0.029000000000000005
530,0.019
531,0.025
532,0.023
533,0.032
534,0.006
535,0.028999999999999998
536,0.02
537,0.023000000000000003
538,0.022
539,0.034
540,0.027000000000000003
541,0.023
542,0.013
543,0.034
544,0.018
545,0.022
546,0.02
547,0.019
548,0.024
549,0.014
550,0.023
551,0.014
552,0.03
553,0.036
554,0.028
555,0.008
556,0.022
557,0.027
558,0.02
559,0.032
560,0.014
561,0.035
562,0.044
563,0.023
564,0.032
565,0.017
566,0.025
567,0.024
568,0.02
569,0.036
570,0.02
571,0.033
572,0.02
573,0.012
574,0.01
575,0.019
576,0.025
577,0.025
578,0.024
579,0.037
580,0.029
581,0.035
582,0.021
583,0.009
584,0.026
585,0.034
586,0.007
587,0.007
588,0.022
589,0.017
590,0.029
591,0.026
592,0.016
593,0.022
594,0.019
595,0.03
596,0.028
597,0.02
598,0.033
599,0.017
600,0.025
601,0.02
602,0.022
603,0.045
604,0.018
605,0.019
606,0.034
607,0.026
608,0.019
609,0.021
610,0.042
611,0.024000000000000004
612,0.04
613,0.02
614,0.043
615,0.021
616,0.015
617,0.025
618,0.014
619,0.025
620,0.024
621,0.019
622,0.018
623,0.019999999999999997
624,0.035
625,0.01
626,0.024
627,0.025
628,0.027
629,0.025
630,0.028
631,0.026
632,0.032
633,0.024
634,0.021
635,0.029
636,0.022
637,0.021
638,0.022
639,0.023
640,0.021
641,0.016
642,0.027
643,0.025
644,0.029
645,0.021
646,0.017
647,0.034
648,0.015
649,0.029
650,0.03
651,0.025000000000000005
652,0.029
653,0.017
654,0.029
655,0.027
656,0.022
657,0.023
658,0.014
659,0.021
660,0.044
661,0.017
662,0.018
663,0.018
664,0.02
665,0.022
666,0.01
667,0.015
668,0.03
669,0.031
670,0.025
671,0.028
672,0.015
673,0.03
674,0.026
675,0.02
676,0.028
677,0.014
678,0.027
679,0.031
680,0.029
681,0.015
682,0.011000000000000001
683,0.02
684,0.036
685,0.021
686,0.024999999999999998
687,0.038
688,0.022
689,0.024
690,0.028
691,0.025
692,0.027
693,0.019
694,0.025
695,0.016
696,0.028
697,0.022
698,0.026
699,0.034
700,0.027
701,0.024000000000000004
702,0.034
703,0.034
704,0.027
705,0.028
706,0.03
707,0.031
708,0.006
709,0.028
710,0.034
711,0.032
712,0.017
713,0.019
714,0.023
715,0.008
716,0.022
717,0.021
718,0.022
719,0.023
720,0.012
721,0.015
722,0.022
723,0.018
724,0.037
725,0.023000000000000003
726,0.018
727,0.015
728,0.023
729,0.026
730,0.01
731,0.029999999999999995
732,0.025000000000000005
733,0.03
734,0.021
735,0.023
736,0.023000000000000003
737,0.03
738,0.025
739,0.008
740,0.035
741,0.007
742,0.024000000000000004
743,0.03
744,0.01
745,0.033
746,0.044
747,0.023000000000000003
748,0.028
749,0.030999999999999996
750,0.023
751,0.027
752,0.041
753,0.03
754,0.033
755,0.029999999999999995
756,0.017
757,0.023
758,0.018
759,0.023
760,0.019
761,0.018
762,0.011
763,0.024
764,0.008
765,0.027
766,0.018
767,0.020999999999999998
768,0.044
769,0.029
770,0.023
771,0.036
772,0.038
773,0.021
774,0.041
775,0.023
776,0.019
777,0.026
778,0.017
779,0.024
780,0.027000000000000003
781,0.024
782,0.017
783,0.016
784,0.027000000000000003
785,0.026
786,0.027
787,0.012
788,0.025
789,0.016
790,0.024
791,0.030999999999999996
792,0.027000000000000003
793,0.03
794,0.022
795,0.024
796,0.015
797,0.022
798,0.026
799,0.008
800,0.02
801,0.024
802,0.03
803,0.032
804,0.034
805,0.021
806,0.02
807,0.024
808,0.033
809,0.023
810,0.035
811,0.014
812,0.026
813,0.029
814,0.026
815,0.019
816,0.022
817,0.027
818,0.014
819,0.031000000000000003
820,0.008
821,0.021
822,0.03
823,0.034
824,0.021
825,0.027
826,0.026000000000000002
827,0.027
828,0.023
829,0.03
830,0.031
831,0.023
832,0.021
833,0.028000000000000004
834,0.008
835,0.027
836,0.034
837,0.027
838,0.015
839,0.037
840,0.012
841,0.02
842,0.03
843,0.022
844,0.02
845,0.024000000000000004
846,0.021
847,0.01
848,0.042
849,0.012
850,0.02
851,0.03
852,0.03
853,0.029
854,0.026
855,0.02
856,0.037
857,0.023
858,0.008
859,0.028
860,0.023
861,0.023
862,0.007
863,0.021
864,0.017
865,0.036
866,0.027
867,0.026000000000000002
868,0.019
869,0.022
870,0.039
871,0.025
872,0.025
873,0.019
874,0.033
875,0.023
876,0.027
877,0.028
878,0.019
879,0.019
880,0.019
881,0.029000000000000005
882,0.03
883,0.043000000000000003
884,0.026
885,0.036
886,0.014000000000000002
887,0.034
888,0.025
889,0.02
890,0.034
891,0.027
892,0.024000000000000004
893,0.022000000000000002
894,0.024000000000000004
895,0.017
896,0.036
897,0.016
898,0.035
899,0.030999999999999996
900,0.013
901,0.026
902,0.014
903,0.03
904,0.018
905,0.009
906,0.015
907,0.019
908,0.024000000000000004
909,0.025
910,0.03
911,0.024
912,0.025
913,0.023
914,0.031
915,0.014
916,0.031
917,0.034
918,0.022000000000000002
919,0.023
920,0.013
921,0.024
922,0.025
923,0.023000000000000003
924,0.025
925,0.017
926,0.022
927,0.025
928,0.042
929,0.022
930,0.02
931,0.024
932,0.031
933,0.021999999999999995
934,0.023000000000000003
935,0.028
936,0.03
937,0.027
938,0.008
939,0.042
940,0.034
941,0.029
942,0.022
943,0.023
944,0.016
945,0.038
946,0.031
947,0.025000000000000005
948,0.021
949,0.031000000000000003
950,0.032
951,0.024
952,0.023
953,0.018
954,0.033
955,0.021
956,0.028
957,0.014
958,0.025999999999999995
959,0.02
960,0.03
961,0.031
962,0.016
963,0.015
964,0.025999999999999995
965,0.027
966,0.034
967,0.042
968,0.023
969,0.017
970,0.012
971,0.027
972,0.023
973,0.029
974,0.04
975,0.025
976,0.019
977,0.01
978,0.031000000000000003
979,0.021
980,0.024
981,0.028999999999999998
982,0.016
983,0.015
984,0.015
985,0.036
986,0.042
987,0.025000000000000005
988,0.023
989,0.01
990,0.03
991,0.017
992,0.025
993,0.027
994,0.007
995,0.02
996,0.022
997,0.026
998,0.030999999999999996
999,0.013
1000,0.021
1001,0.04
1002,0.01
1003,0.04
1004,0.029
1005,0.042
1006,0.023
1007,0.022
1008,0.016
1009,0.017
1010,0.018
1011,0.014
1012,0.026
1013,0.018
1014,0.029
1015,0.034
1016,0.015000000000000001
1017,0.029
1018,0.034
1019,0.028
1020,0.014
1021,0.032
1022,0.032
1023,0.015000000000000001
1024,0.022
1025,0.028
1026,0.027
1027,0.017
1028,0.026
1029,0.017
1030,0.034
1031,0.018
1032,0.025
1033,0.026
1034,0.041999999999999996
1035,0.034
1036,0.022000000000000002
1037,0.022
1038,0.019
1039,0.023
1040,0.026
1041,0.027
1042,0.022
1043,0.019
1044,0.041
1045,0.025
1046,0.015
1047,0.017
1048,0.019
1049,0.034
1050,0.016
1051,0.044
1052,0.022000000000000002
1053,0.027
1054,0.042
1055,0.033
1056,0.026
1057,0.024
1058,0.013
1059,0.036
1060,0.017
1061,0.028
1062,0.011
1063,0.029
1064,0.025
1065,0.023
1066,0.016
1067,0.014
1068,0.029000000000000005
1069,0.015
1070,0.021
1071,0.016
1072,0.039
1073,0.021
1074,0.019
1075,0.022000000000000002
1076,0.022
1077,0.027
1078,0.02
1079,0.023000000000000003
1080,0.027
1081,0.037
1082,0.019
1083,0.014
1084,0.02
1085,0.025
1086,0.04
1087,0.033
1088,0.018
1089,0.02
1090,0.019
1091,0.019
1092,0.028
1093,0.027
1094,0.031
1095,0.008
1096,0.02
1097,0.027
1098,0.032
1099,0.023
1100,0.034
1101,0.015
1102,0.03
1103,0.019
1104,0.038
1105,0.022
1106,0.025
1107,0.02
1108,0.024
1109,0.024
1110,0.017
1111,0.031
1112,0.018
1113,0.017
1114,0.041
1115,0.027
1116,0.028000000000000004
1117,0.022
1118,0.025
1119,0.025
1120,0.017
1121,0.014
1122,0.028000000000000004
1123,0.042
1124,0.007
1125,0.016
1126,0.024000000000000004
1127,0.02
1128,0.017
1129,0.025000000000000005
1130,0.028
1131,0.03
1132,0.02
1133,0.029
1134,0.03
1135,0.034
1136,0.037
1137,0.032
1138,0.02
1139,0.019
1140,0.032
1141,0.02
1142,0.025
1143,0.033
1144,0.03
1145,0.017
1146,0.017
1147,0.042
1148,0.015
1149,0.017
1150,0.033
1151,0.028
1152,0.029
1153,0.025
1154,0.019
1155,0.022000000000000002
1156,0.026
1157,0.018
1158,0.042
1159,0.023
1160,0.025000000000000005
1161,0.02
1162,0.031
1163,0.027
1164,0.023
1165,0.041
1166,0.027
1167,0.029
1168,0.029000000000000005
1169,0.017
1170,0.016
1171,0.019
1172,0.023
1173,0.025
1174,0.021
1175,0.016
1176,0.027
1177,0.032
1178,0.025
1179,0.015
1180,0.024
1181,0.019
1182,0.03
1183,0.027000000000000003
1184,0.014
1185,0.022
1186,0.023000000000000003
1187,0.033
1188,0.017
1189,0.034
1190,0.014
1191,0.018
1192,0.019
1193,0.034
1194,0.024
1195,0.017
1196,0.018
1197,0.029
1198,0.028
1199,0.039
1200,0.028
1201,0.031
1202,0.031
1203,0.025
1204,0.021
1205,0.018
1206,0.024
1207,0.023000000000000003
1208,0.021
1209,0.027000000000000003
1210,0.012
1211,0.009
1212,0.028
1213,0.027
1214,0.027
1215,0.008
1216,0.012
1217,0.012
1218,0.019
1219,0.03
1220,0.028
1221,0.03
1222,0.016
1223,0.009
1224,0.02
1225,0.034
1226,0.022
1227,0.012
1228,0.021
1229,0.032
1230,0.019
1231,0.028000000000000004
1232,0.019
1233,0.021
1234,0.028
1235,0.02
1236,0.022
1237,0.025000000000000005
1238,0.032
1239,0.027
1240,0.017999999999999995
1241,0.02
1242,0.038
1243,0.023
1244,0.023
1245,0.035
1246,0.023
1247,0.028
1248,0.02
1249,0.017
1250,0.008
1251,0.006
1252,0.024
1253,0.026
1254,0.017
1255,0.017
1256,0.027
1257,0.014
1258,0.025
1259,0.032
1260,0.021
1261,0.022
1262,0.03
1263,0.011
1264,0.022000000000000002
1265,0.012000000000000002
1266,0.026000000000000002
1267,0.014
1268,0.038
1269,0.025
1270,0.027
1271,0.01
1272,0.029
1273,0.03
1274,0.032
1275,0.022
1276,0.018
1277,0.018
1278,0.014
1279,0.024000000000000004
1280,0.022000000000000002
1281,0.025000000000000005
1282,0.026
1283,0.016
1284,0.032
1285,0.022000000000000002
1286,0.008
1287,0.018
1288,0.022
1289,0.033
1290,0.03
1291,0.024
1292,0.018
1293,0.017
1294,0.018
1295,0.023
1296,0.02
1297,0.04
1298,0.022
1299,0.015
1300,0.031
1301,0.019
1302,0.031
1303,0.027
1304,0.025
1305,0.024
1306,0.011
1307,0.031000000000000003
1308,0.026999999999999996
1309,0.029999999999999995
1310,0.034
1311,0.033
1312,0.01
1313,0.02
1314,0.027
1315,0.021
1316,0.024000000000000004
1317,0.027
1318,0.03
1319,0.034
1320,0.015
1321,0.011000000000000001
1322,0.024
1323,0.022
1324,0.023
1325,0.017
1326,0.012000000000000002
1327,0.032
1328,0.030000000000000002
1329,0.03
1330,0.027
1331,0.018
1332,0.023000000000000003
1333,0.018
1334,0.017
1335,0.024
1336,0.026
1337,0.027
1338,0.029
1339,0.019
1340,0.026
1341,0.022
1342,0.018
1343,0.026
1344,0.023
1345,0.026000000000000002
1346,0.02
1347,0.035
1348,0.022000000000000002
1349,0.027
1350,0.024
1351,0.045
1352,0.034
1353,0.023
1354,0.025
1355,0.024000000000000004
1356,0.03
1357,0.026000000000000002
1358,0.018
1359,0.02
1360,0.025
1361,0.038
1362,0.033
1363,0.027
1364,0.02
1365,0.024
1366,0.019
1367,0.025
1368,0.03
1369,0.03
1370,0.034
1371,0.028
1372,0.02
1373,0.014
1374,0.028
1375,0.011
1376,0.024
1377,0.013
1378,0.021
1379,0.034
1380,0.024
1381,0.024
1382,0.015
1383,0.037
1384,0.02
1385,0.027
1386,0.025
1387,0.024
1388,0.021
1389,0.034
1390,0.026
1391,0.035
1392,0.03
1393,0.013
1394,0.007
1395,0.035
1396,0.025
1397,0.019
1398,0.008
1399,0.023000000000000003
1400,0.04
1401,0.03
1402,0.019
1403,0.032
1404,0.015
1405,0.009
1406,0.029
1407,0.034
1408,0.021
1409,0.038
1410,0.036
1411,0.024
1412,0.027
1413,0.023000000000000003
1414,0.02
1415,0.016
1416,0.019
1417,0.02
1418,0.042
1419,0.03
1420,0.017
1421,0.028
1422,0.021
1423,0.03
1424,0.025
1425,0.03
1426,0.023
1427,0.028
1428,0.021
1429,0.022
1430,0.038
1431,0.019
1432,0.042
1433,0.025000000000000005
1434,0.015
1435,0.026
1436,0.032
1437,0.019
1438,0.034
1439,0.022
1440,0.023
1441,0.025
1442,0.021
1443,0.035
1444,0.022
1445,0.021
1446,0.024
1447,0.018
1448,0.025
1449,0.013
1450,0.03
1451,0.03
1452,0.026
1453,0.018
1454,0.019
1455,0.03
1456,0.026
1457,0.024000000000000004
1458,0.021
1459,0.034
1460,0.024
1461,0.034
1462,0.034
1463,0.008
1464,0.024
1465,0.025
1466,0.026
1467,0.034
1468,0.045
1469,0.025
1470,0.018
1471,0.017
1472,0.034
1473,0.016
1474,0.017
1475,0.023
1476,0.019
1477,0.019
1478,0.016
1479,0.019
1480,0.029
1481,0.044000000000000004
1482,0.035
1483,0.045
1484,0.024
1485,0.016
1486,0.012
1487,0.028
1488,0.023
1489,0.026
1490,0.007
1491,0.042
1492,0.031
1493,0.019
1494,0.028
1495,0.024000000000000004
1496,0.033
1497,0.023
1498,0.02
1499,0.025
1500,0.042
1501,0.008
1502,0.019
1503,0.02
1504,0.021
1505,0.017999999999999995
1506,0.037
1507,0.035
1508,0.018
1509,0.029
1510,0.019
1511,0.036
1512,0.042
1513,0.028000000000000004
1514,0.02
1515,0.017
1516,0.035
1517,0.025
1518,0.024000000000000004
1519,0.011
1520,0.023
1521,0.014
1522,0.031
1523,0.022
1524,0.038
1525,0.02
1526,0.042
1527,0.028
1528,0.034
1529,0.025
1530,0.027
1531,0.027
1532,0.027999999999999997
1533,0.015
1534,0.029
1535,0.017
1536,0.022
1537,0.027
1538,0.015000000000000001
1539,0.026
1540,0.017
1541,0.027000000000000003
1542,0.021
1543,0.02
1544,0.035
1545,0.012
1546,0.042
1547,0.015
1548,0.022
1549,0.034
1550,0.032
1551,0.034
1552,0.021
1553,0.033
1554,0.034
1555,0.033
1556,0.026
1557,0.013
1558,0.014
1559,0.032
1560,0.026
1561,0.021
1562,0.017
1563,0.019
1564,0.03
1565,0.024
1566,0.03
1567,0.018
1568,0.028
1569,0.02
1570,0.027
1571,0.03
1572,0.026
1573,0.017
1574,0.021
1575,0.032
1576,0.032
1577,0.031
1578,0.025
1579,0.016
1580,0.024
1581,0.023
1582,0.013
1583,0.013
1584,0.025
1585,0.034
1586,0.016
1587,0.023
1588,0.022000000000000002
1589,0.025
1590,0.014
1591,0.023
1592,0.023
1593,0.019
1594,0.024
1595,0.025
1596,0.021
1597,0.034
1598,0.03
1599,0.027
1600,0.014
1601,0.029
1602,0.034
1603,0.017
1604,0.02
1605,0.018
1606,0.027
1607,0.04
1608,0.026000000000000002
1609,0.042
1610,0.015
1611,0.03
1612,0.015
1613,0.036
1614,0.021
1615,0.042
1616,0.018
1617,0.014
1618,0.018
1619,0.022
1620,0.025999999999999995
1621,0.021
1622,0.025
1623,0.02
1624,0.027
1625,0.043
1626,0.031
1627,0.021
1628,0.026
1629,0.023
1630,0.012
1631,0.014
1632,0.016
1633,0.027
1634,0.03
1635,0.017
1636,0.028
1637,0.028
1638,0.038
1639,0.029
1640,0.034
1641,0.014
1642,0.022
1643,0.034
1644,0.039
1645,0.023
1646,0.042
1647,0.034
1648,0.027
1649,0.034
1650,0.026
1651,0.022
1652,0.03
1653,0.032
1654,0.024
1655,0.033
1656,0.022
1657,0.033
1658,0.018
1659,0.023000000000000003
1660,0.022
1661,0.02
1662,0.019
1663,0.022
1664,0.023
1665,0.013
1666,0.03
1667,0.018
1668,0.024
1669,0.024000000000000004
1670,0.028
1671,0.02
1672,0.025
1673,0.021
1674,0.025
1675,0.019
1676,0.027
1677,0.018
1678,0.025
1679,0.026
1680,0.018
1681,0.021
1682,0.019
1683,0.036
1684,0.038
1685,0.031
1686,0.034
1687,0.024
1688,0.02
1689,0.01
1690,0.023
1691,0.036
1692,0.015
1693,0.015
1694,0.017
1695,0.026
1696,0.018
1697,0.042
1698,0.018
1699,0.023000000000000003
1700,0.03
1701,0.03
1702,0.011000000000000001
1703,0.024
1704,0.029
1705,0.017
1706,0.028
1707,0.022
1708,0.022
1709,0.018
1710,0.030999999999999996
1711,0.012
1712,0.018
1713,0.023
1714,0.03
1715,0.034
1716,0.034
1717,0.02
1718,0.034
1719,0.027
1720,0.023000000000000003
1721,0.025
1722,0.042
1723,0.011
1724,0.034
1725,0.035
1726,0.028
1727,0.033
1728,0.017
1729,0.017
1730,0.01
1731,0.029
1732,0.019
1733,0.023
1734,0.02
1735,0.026
1736,0.023
1737,0.018
1738,0.024
1739,0.02
1740,0.013
1741,0.026
1742,0.043
1743,0.021
1744,0.032
1745,0.028
1746,0.026
1747,0.022000000000000002
1748,0.027
1749,0.012
1750,0.027
1751,0.029
1752,0.024000000000000004
1753,0.007
1754,0.022
1755,0.019
1756,0.038
1757,0.022
1758,0.036
1759,0.02
1760,0.021
1761,0.031000000000000003
1762,0.023
1763,0.009
1764,0.034
1765,0.013
1766,0.029000000000000005
1767,0.039
1768,0.018
1769,0.032
1770,0.029
1771,0.017
1772,0.019
1773,0.011
1774,0.025
1775,0.026000000000000002
1776,0.012000000000000002
1777,0.026000000000000002
1778,0.03
1779,0.023
1780,0.011
1781,0.022
1782,0.032
1783,0.03
1784,0.022000000000000002
1785,0.028000000000000004
1786,0.038
1787,0.025
1788,0.011
1789,0.017
1790,0.032
1791,0.021000000000000005
1792,0.017
1793,0.02
1794,0.023000000000000003
1795,0.025
1796,0.044
1797,0.023000000000000003
1798,0.03
1799,0.025999999999999995
1800,0.025
1801,0.03
1802,0.02
1803,0.02
1804,0.027
1805,0.019
1806,0.025
1807,0.034
1808,0.023
1809,0.022
1810,0.025000000000000005
1811,0.019
1812,0.036
1813,0.033
1814,0.018
1815,0.029
1816,0.03
1817,0.021
1818,0.03
1819,0.021
1820,0.022
1821,0.02
1822,0.014
1823,0.04
1824,0.021
1825,0.025
1826,0.012
1827,0.018
1828,0.042
1829,0.022
1830,0.015
1831,0.017
1832,0.036
1833,0.021
1834,0.027000000000000003
1835,0.021
1836,0.024
1837,0.017
1838,0.02
1839,0.042
1840,0.017
1841,0.018
1842,0.029
1843,0.014000000000000002
1844,0.017999999999999995
1845,0.027
1846,0.02
1847,0.018
1848,0.02
1849,0.030999999999999996
1850,0.028
1851,0.031
1852,0.036
1853,0.026
1854,0.03
1855,0.024
1856,0.021
1857,0.023
1858,0.036
1859,0.035
1860,0.022
1861,0.018
1862,0.021
1863,0.021
1864,0.014
1865,0.032
1866,0.019
1867,0.022
1868,0.023000000000000003
1869,0.028000000000000004
1870,0.034
1871,0.042
1872,0.013
1873,0.03
1874,0.021
1875,0.009
1876,0.019
1877,0.015
1878,0.020999999999999998
1879,0.031
1880,0.027
1881,0.02
1882,0.038
1883,0.038
1884,0.023000000000000003
1885,0.014
1886,0.034
1887,0.028
1888,0.037
1889,0.02
1890,0.024
1891,0.034
1892,0.022
1893,0.03
1894,0.015
1895,0.014
1896,0.021
1897,0.028
1898,0.019999999999999997
1899,0.025
1900,0.02
1901,0.017
1902,0.014
1903,0.011000000000000001
1904,0.019
1905,0.02
1906,0.024000000000000004
1907,0.012
1908,0.014
1909,0.01
1910,0.02
1911,0.019
1912,0.025
1913,0.026
1914,0.027
1915,0.015000000000000001
1916,0.036
1917,0.019
1918,0.019
1919,0.016
1920,0.025
1921,0.034
1922,0.019
1923,0.024
1924,0.019
1925,0.024
1926,0.018
1927,0.042
1928,0.043
1929,0.03
1930,0.02
1931,0.019
1932,0.011000000000000001
1933,0.017
1934,0.024
1935,0.023
1936,0.017
1937,0.019
1938,0.007
1939,0.034
1940,0.04
1941,0.018
1942,0.025
1943,0.032
1944,0.027
1945,0.038
1946,0.022000000000000002
1947,0.017
1948,0.02
1949,0.021
1950,0.018
1951,0.022
1952,0.024
1953,0.028
1954,0.037
1955,0.028
1956,0.025
1957,0.034
1958,0.029
1959,0.033
1960,0.017
1961,0.017
1962,0.028
1963,0.029
1964,0.022
1965,0.019
1966,0.030000000000000002
1967,0.039
1968,0.017
1969,0.024
1970,0.025
1971,0.03
1972,0.034
1973,0.03
1974,0.022
1975,0.023000000000000003
1976,0.025
1977,0.022
1978,0.025
1979,0.019
1980,0.02
1981,0.034
1982,0.03
1983,0.014
1984,0.029
1985,0.019
1986,0.025000000000000005
1987,0.022
1988,0.022000000000000002
1989,0.022
1990,0.04
1991,0.016
1992,0.033
1993,0.028
1994,0.033
1995,0.018
1996,0.023
1997,0.021
1998,0.029
1999,0.019
2000,0.021
2001,0.017
2002,0.022
2003,0.036
