,0
439,20
440,6
441,2
442,1
443,2
444,4
445,1
446,1
447,4
448,1
449,5
450,6
451,5
452,1
453,1
454,2
455,19
456,12
457,2
458,3
459,12
460,15
461,2
462,22
463,3
464,13
465,43
466,12
467,2
468,1
469,20
470,14
471,2
472,10
473,9
474,4
475,2
476,1
477,3
478,6
479,1
480,2
481,1
482,28
483,5
484,6
485,1
486,44
487,20
488,7
489,4
490,16
491,3
492,11
493,19
494,3
495,2
496,3
497,2
498,18
499,11
500,10
501,11
502,8
503,3
504,1
505,21
506,9
507,9
508,15
509,41
510,5
511,1
512,4
513,11
514,4
515,12
516,10
517,7
518,1
519,10
520,4
521,36
522,1
523,3
524,1
525,34
526,2
527,2
528,1
529,37
530,2
531,6
532,24
533,19
534,1
535,20
536,2
537,4
538,1
539,13
540,2
541,1
542,2
543,11
544,18
545,6
546,1
547,2
548,28
549,3
550,36
551,25
552,1
553,8
554,5
555,27
556,20
557,8
558,13
559,10
560,10
561,18
562,21
563,5
564,3
565,10
566,1
567,3
568,13
569,31
570,13
571,9
572,1
573,4
574,2
575,2
576,4
577,23
578,17
579,2
580,3
581,4
582,17
583,19
584,13
585,14
586,10
587,2
588,2
589,19
590,8
591,1
592,40
593,3
594,15
595,5
596,5
597,6
598,1
599,12
600,18
601,3
602,14
603,6
604,3
605,14
606,31
607,1
608,5
609,1
610,16
611,4
612,27
613,12
614,29
615,12
616,3
617,22
618,10
619,20
620,36
621,2
622,5
623,45
624,2
625,19
626,7
627,25
628,7
629,1
630,14
631,1
632,16
633,5
634,11
635,2
636,2
637,3
638,2
639,1
640,12
641,32
642,1
643,13
644,4
645,10
646,5
647,7
648,6
649,2
650,5
651,27
652,15
653,10
654,2
655,12
656,1
657,3
658,37
659,21
660,2
661,4
662,4
663,6
664,1
665,27
666,1
667,19
668,3
669,32
670,20
671,3
672,4
673,7
674,13
675,16
676,18
677,2
678,1
679,3
680,1
681,10
682,4
683,2
684,8
685,29
686,1
687,5
688,16
689,2
690,2
691,30
692,3
693,4
694,12
695,2
696,19
697,2
698,6
699,1
700,37
701,2
702,35
703,3
704,2
705,9
706,1
707,43
708,24
709,10
710,1
711,5
712,2
713,18
714,8
715,18
716,3
717,9
718,14
719,2
720,2
721,3
722,4
723,12
724,26
725,6
726,4
727,1
728,2
729,3
730,6
731,2
732,1
733,3
734,7
735,23
736,12
737,2
738,2
739,4
740,15
741,25
742,1
743,1
744,7
745,4
746,7
747,42
748,12
749,4
750,20
751,2
752,13
753,10
754,1
755,2
756,6
757,9
758,1
759,16
760,1
761,2
762,6
763,33
764,17
765,9
766,4
767,27
768,20
769,30
770,15
771,3
772,25
773,31
774,9
775,19
776,1
777,21
778,10
779,33
780,25
781,30
782,5
783,21
784,22
785,19
786,3
787,7
788,2
789,2
790,1
791,8
792,2
793,33
794,1
795,1
796,8
797,26
798,15
799,20
800,4
801,2
802,1
803,14
804,10
805,3
806,1
807,1
808,10
809,2
810,4
811,5
812,2
813,28
814,15
815,20
816,20
817,1
818,1
819,3
820,2
821,3
822,1
823,1
824,2
825,36
826,12
827,12
828,25
829,3
830,8
831,1
832,5
833,5
834,32
835,21
836,17
837,3
838,15
839,12
840,11
841,6
842,1
843,9
844,1
845,16
846,24
847,29
848,5
849,44
850,22
851,16
852,4
853,1
854,3
855,2
856,13
857,2
858,13
859,38
860,4
861,6
862,20
863,1
864,3
865,10
866,4
867,20
868,6
869,1
870,13
871,24
872,3
873,2
874,2
875,6
876,44
877,11
878,9
879,3
880,3
881,16
882,10
883,10
884,2
885,6
886,5
887,4
888,10
889,20
890,3
891,29
892,7
893,6
894,12
895,1
896,44
897,6
898,4
899,23
900,4
901,5
902,29
903,2
904,21
905,7
906,18
907,6
908,12
909,26
910,21
911,7
912,2
913,2
914,1
915,13
916,2
917,5
918,4
919,4
920,2
921,1
922,1
923,6
924,27
925,9
926,33
927,4
928,15
929,39
930,16
931,25
932,6
933,3
934,2
935,1
936,1
937,6
938,2
939,7
940,21
941,41
942,5
943,1
944,2
945,21
946,8
947,1
948,11
949,5
950,24
951,23
952,9
953,9
954,3
955,36
956,42
957,2
958,21
959,8
960,8
961,10
962,5
963,1
964,41
965,14
966,9
967,1
968,33
969,7
970,1
971,2
972,23
973,30
974,2
975,5
976,6
977,2
978,9
979,2
980,31
981,1
982,7
983,3
984,2
985,7
986,45
987,8
988,2
989,1
990,1
991,13
992,1
993,3
994,1
995,31
996,13
997,17
998,4
999,17
1000,7
1001,10
1002,7
1003,2
1004,2
1005,24
1006,11
1007,29
1008,11
1009,12
1010,11
1011,29
1012,11
1013,3
1014,36
1015,33
1016,22
1017,17
1018,4
1019,1
1020,45
1021,15
1022,1
1023,21
1024,23
1025,3
1026,5
1027,4
1028,4
1029,4
1030,12
1031,2
1032,7
1033,8
1034,28
1035,22
1036,7
1037,2
1038,1
1039,21
1040,3
1041,6
1042,23
1043,7
1044,6
1045,4
1046,18
1047,10
1048,3
1049,2
1050,3
1051,43
1052,1
1053,3
1054,15
1055,2
1056,22
1057,14
1058,14
1059,21
1060,4
1061,39
1062,3
1063,2
1064,2
1065,16
1066,3
1067,3
1068,5
1069,1
1070,2
1071,5
1072,30
1073,35
1074,14
1075,2
1076,32
1077,2
1078,29
1079,8
1080,4
1081,18
1082,24
1083,10
1084,15
1085,5
1086,22
1087,2
1088,2
1089,40
1090,26
1091,2
1092,7
1093,3
1094,11
1095,12
1096,3
1097,24
1098,1
1099,3
1100,1
1101,1
1102,4
1103,5
1104,1
1105,3
1106,15
1107,3
1108,36
1109,21
1110,4
1111,6
1112,2
1113,20
1114,32
1115,1
1116,1
1117,1
1118,7
1119,8
1120,3
1121,6
1122,5
1123,15
1124,12
1125,8
1126,2
1127,39
1128,41
1129,21
1130,5
1131,4
1132,11
1133,4
1134,4
1135,1
1136,10
1137,13
1138,13
1139,5
1140,5
1141,38
1142,7
1143,5
1144,3
1145,1
1146,4
1147,19
1148,11
1149,1
1150,20
1151,1
1152,42
1153,3
1154,13
1155,1
1156,5
1157,1
1158,2
1159,4
1160,1
1161,4
1162,1
1163,2
1164,2
1165,5
1166,8
1167,7
1168,23
1169,4
1170,19
1171,2
1172,4
1173,4
1174,24
1175,9
1176,5
1177,1
1178,7
1179,2
1180,1
1181,13
1182,1
1183,1
1184,1
1185,1
1186,4
1187,5
1188,14
1189,2
1190,35
1191,5
1192,25
1193,1
1194,10
1195,4
1196,3
1197,6
1198,6
1199,9
1200,5
1201,12
1202,8
1203,3
1204,6
1205,22
1206,24
1207,18
1208,30
1209,29
1210,4
1211,6
1212,2
1213,27
1214,11
1215,19
1216,8
1217,9
1218,8
1219,3
1220,1
1221,32
1222,14
1223,10
1224,5
1225,3
1226,1
1227,10
1228,2
1229,27
1230,19
1231,41
1232,2
1233,6
1234,40
1235,2
1236,1
1237,2
1238,35
1239,9
1240,24
1241,20
1242,2
1243,10
1244,36
1245,8
1246,6
1247,12
1248,3
1249,8
1250,12
1251,17
1252,6
1253,2
1254,5
1255,38
1256,13
1257,38
1258,2
1259,8
1260,14
1261,8
1262,4
1263,1
1264,1
1265,34
1266,1
1267,3
1268,4
1269,2
1270,1
1271,9
1272,21
1273,15
1274,4
1275,10
1276,4
1277,16
1278,4
1279,4
1280,6
1281,18
1282,2
1283,2
1284,1
1285,6
1286,24
1287,10
1288,8
1289,9
1290,4
1291,3
1292,3
1293,5
1294,20
1295,39
1296,1
1297,6
1298,4
1299,4
1300,11
1301,7
1302,34
1303,1
1304,30
1305,2
1306,15
1307,6
1308,7
1309,5
1310,12
1311,24
1312,13
1313,1
1314,9
1315,4
1316,5
1317,1
1318,2
1319,1
1320,1
1321,3
1322,5
1323,14
1324,1
1325,7
1326,34
1327,6
1328,3
1329,42
1330,9
1331,33
1332,5
1333,2
1334,1
1335,3
1336,30
1337,1
1338,2
1339,8
1340,15
1341,6
1342,7
1343,1
1344,6
1345,32
1346,26
1347,37
1348,35
1349,5
1350,16
1351,36
1352,21
1353,2
1354,1
1355,37
1356,1
1357,6
1358,4
1359,6
1360,18
1361,1
1362,31
1363,18
1364,12
1365,5
1366,4
1367,30
1368,1
1369,4
1370,2
1371,4
1372,5
1373,24
1374,6
1375,8
1376,2
1377,14
1378,18
1379,1
1380,2
1381,37
1382,32
1383,10
1384,23
1385,11
1386,12
1387,1
1388,5
1389,5
1390,7
1391,12
1392,1
1393,3
1394,3
1395,23
1396,14
1397,1
1398,5
1399,10
1400,9
1401,32
1402,3
1403,4
1404,2
1405,4
1406,4
1407,28
1408,33
1409,7
1410,16
1411,1
1412,4
1413,1
1414,43
1415,15
1416,3
1417,11
1418,2
1419,7
1420,1
1421,6
1422,1
1423,1
1424,22
1425,5
1426,6
1427,2
1428,2
1429,2
1430,4
1431,5
1432,2
1433,3
1434,1
1435,3
1436,8
1437,14
1438,13
1439,4
1440,2
1441,22
1442,6
1443,15
1444,5
1445,16
1446,5
1447,8
1448,27
1449,20
1450,9
1451,1
1452,6
1453,5
1454,8
1455,3
1456,1
1457,11
1458,21
1459,1
1460,11
1461,1
1462,3
1463,6
1464,5
1465,2
1466,29
1467,6
1468,8
1469,11
1470,13
1471,5
1472,1
1473,10
1474,16
1475,17
1476,26
1477,3
1478,2
1479,5
1480,2
1481,3
1482,1
1483,4
1484,31
1485,2
1486,2
1487,9
1488,22
1489,3
1490,5
1491,11
1492,7
1493,2
1494,14
1495,13
1496,9
1497,3
1498,10
1499,26
1500,4
1501,21
1502,14
1503,4
1504,2
1505,10
1506,18
1507,5
1508,39
1509,1
1510,2
1511,7
1512,6
1513,3
1514,29
1515,2
1516,1
1517,4
1518,2
1519,7
1520,4
1521,5
1522,17
1523,18
1524,14
1525,40
1526,6
1527,6
1528,7
1529,2
1530,1
1531,16
1532,2
1533,8
1534,5
1535,5
1536,28
1537,3
1538,19
1539,5
1540,3
1541,31
1542,6
1543,7
1544,2
1545,45
1546,19
1547,14
1548,1
1549,27
1550,15
1551,8
1552,14
1553,1
1554,2
1555,1
1556,9
1557,7
1558,4
1559,10
1560,4
1561,8
1562,14
1563,2
1564,40
1565,5
1566,1
1567,1
1568,12
1569,14
1570,2
1571,21
1572,44
1573,1
1574,29
1575,5
1576,24
1577,4
1578,3
1579,4
1580,3
1581,13
1582,2
1583,8
1584,2
1585,8
1586,3
1587,12
1588,6
1589,1
1590,16
1591,19
1592,30
1593,2
1594,1
1595,4
1596,12
1597,20
1598,1
1599,1
1600,14
1601,2
1602,22
1603,2
1604,19
1605,1
1606,2
1607,37
1608,1
1609,8
1610,10
1611,10
1612,3
1613,5
1614,42
1615,15
1616,1
1617,12
1618,2
1619,5
1620,19
1621,3
1622,32
1623,9
1624,21
1625,23
1626,14
1627,4
1628,18
1629,22
1630,6
1631,10
1632,28
1633,1
1634,2
1635,14
1636,1
1637,1
1638,15
1639,5
1640,6
1641,16
1642,2
1643,4
1644,25
1645,12
1646,1
1647,22
1648,2
1649,17
1650,6
1651,9
1652,3
1653,2
1654,1
1655,3
1656,7
1657,6
1658,1
1659,22
1660,4
1661,2
1662,19
1663,33
1664,1
1665,36
1666,16
1667,4
1668,2
1669,2
1670,19
1671,15
1672,1
1673,3
1674,1
1675,17
1676,3
1677,1
1678,2
1679,5
1680,9
1681,19
1682,6
1683,2
1684,4
1685,4
1686,6
1687,16
1688,1
1689,13
1690,2
1691,45
1692,21
1693,14
1694,37
1695,13
1696,4
1697,23
1698,14
1699,4
1700,17
1701,35
1702,4
1703,24
1704,4
1705,3
1706,5
1707,3
1708,1
1709,1
1710,12
1711,4
1712,17
1713,8
1714,16
1715,20
1716,18
1717,39
1718,3
1719,3
1720,8
1721,10
1722,6
1723,39
1724,2
1725,5
1726,3
1727,2
1728,3
1729,1
1730,5
1731,6
1732,25
1733,27
1734,28
1735,15
1736,9
1737,2
1738,12
1739,10
1740,5
1741,1
1742,4
1743,32
1744,1
1745,6
1746,3
1747,1
1748,1
1749,4
1750,4
1751,42
1752,11
1753,17
1754,13
1755,10
1756,2
1757,26
1758,4
1759,11
1760,43
1761,13
1762,3
1763,10
1764,4
1765,5
1766,4
1767,16
1768,17
1769,21
1770,3
1771,4
1772,13
1773,31
1774,2
1775,1
1776,45
1777,6
1778,22
1779,1
1780,2
1781,1
1782,1
1783,19
1784,3
1785,22
1786,25
1787,2
1788,1
1789,20
1790,28
1791,8
1792,1
1793,26
1794,2
1795,1
1796,5
1797,15
1798,5
1799,1
1800,29
1801,15
1802,20
1803,9
1804,3
1805,1
1806,11
1807,6
1808,6
1809,9
1810,23
1811,5
1812,2
1813,12
1814,40
1815,9
1816,29
1817,22
1818,2
1819,1
1820,3
1821,31
1822,3
1823,1
1824,30
1825,3
1826,2
1827,2
1828,19
1829,5
1830,2
1831,2
1832,31
1833,31
1834,29
1835,6
1836,9
1837,23
1838,7
1839,6
1840,3
1841,24
1842,8
1843,2
1844,8
1845,9
1846,25
1847,14
1848,2
1849,2
1850,10
1851,2
1852,1
1853,12
1854,44
1855,4
1856,29
1857,4
1858,40
1859,2
1860,4
1861,6
1862,3
1863,3
1864,2
1865,11
1866,3
1867,7
1868,2
1869,4
1870,3
1871,1
1872,7
1873,2
1874,9
1875,4
1876,5
1877,3
1878,2
1879,1
1880,1
1881,11
1882,32
1883,4
1884,2
1885,11
1886,10
1887,10
1888,6
1889,3
1890,11
1891,32
1892,5
1893,4
1894,1
1895,7
1896,27
1897,39
1898,4
1899,9
1900,5
1901,24
1902,3
1903,14
1904,3
1905,32
1906,1
1907,18
1908,5
1909,16
1910,5
1911,1
1912,1
1913,1
1914,36
1915,20
1916,32
1917,10
1918,11
1919,13
1920,3
1921,2
1922,19
1923,2
1924,2
1925,2
1926,1
1927,15
1928,3
1929,2
1930,10
1931,1
1932,13
1933,2
1934,2
1935,1
1936,4
1937,6
1938,3
1939,24
1940,32
1941,19
1942,3
1943,11
1944,4
1945,10
1946,20
1947,37
1948,4
1949,12
1950,3
1951,27
1952,1
1953,1
1954,9
1955,6
1956,17
1957,18
1958,4
1959,6
1960,12
1961,14
1962,2
1963,22
1964,9
1965,1
1966,2
1967,1
1968,11
1969,4
1970,9
1971,1
1972,2
1973,1
1974,21
1975,8
1976,3
1977,19
1978,25
1979,5
1980,4
1981,3
1982,17
1983,6
1984,4
1985,13
1986,16
1987,3
1988,22
1989,9
1990,1
1991,12
1992,32
1993,1
1994,4
1995,4
1996,21
1997,39
1998,10
1999,42
2000,5
2001,1
2002,1
2003,16
2004,14
2005,44
2006,7
2007,11
2008,13
2009,6
2010,27
2011,2
2012,1
2013,19
2014,4
2015,3
2016,2
2017,21
2018,3
2019,1
2020,2
2021,3
2022,1
2023,2
2024,8
2025,39
2026,6
2027,22
2028,10
2029,1
2030,12
2031,32
2032,1
2033,3
2034,3
2035,1
2036,3
2037,14
2038,24
2039,31
2040,1
2041,23
2042,3
2043,9
2044,32
2045,25
2046,12
2047,31
2048,39
2049,36
2050,40
2051,6
2052,13
2053,1
2054,13
2055,7
2056,2
2057,7
2058,1
2059,6
2060,1
2061,6
2062,4
2063,2
2064,2
2065,2
2066,7
2067,14
2068,2
2069,4
2070,33
2071,2
2072,3
2073,18
2074,21
2075,37
2076,4
2077,9
2078,3
2079,1
2080,3
2081,2
2082,4
2083,1
2084,31
2085,24
2086,6
2087,14
2088,7
2089,23
2090,4
2091,1
2092,45
2093,20
2094,8
2095,2
2096,15
2097,8
2098,43
2099,15
2100,33
2101,2
2102,2
2103,2
2104,32
2105,12
2106,2
2107,1
2108,30
2109,4
2110,2
2111,1
2112,2
2113,1
2114,20
2115,3
2116,6
2117,10
2118,2
2119,28
2120,15
2121,1
2122,1
2123,13
2124,4
2125,2
2126,5
2127,12
2128,12
2129,8
2130,7
2131,9
2132,5
2133,4
2134,16
2135,4
2136,5
2137,34
2138,26
2139,15
2140,6
2141,15
2142,5
2143,41
2144,31
2145,3
2146,1
2147,6
2148,6
2149,2
2150,17
2151,42
2152,1
2153,43
2154,7
2155,42
2156,6
2157,1
2158,11
2159,2
2160,4
2161,1
2162,5
2163,12
2164,3
2165,5
2166,5
2167,6
2168,1
2169,22
2170,7
2171,2
2172,16
2173,2
2174,3
2175,1
2176,4
2177,9
2178,34
2179,3
2180,13
2181,3
2182,2
2183,2
2184,2
2185,1
2186,23
2187,1
2188,8
2189,11
2190,2
2191,2
2192,7
2193,14
2194,15
2195,3
2196,4
2197,2
2198,1
2199,3
2200,20
2201,6
2202,44
2203,19
2204,9
2205,2
2206,21
2207,20
2208,12
2209,14
2210,4
2211,13
2212,4
2213,11
2214,30
2215,3
2216,13
2217,45
2218,1
2219,1
2220,8
2221,10
2222,24
2223,6
2224,2
2225,8
2226,21
2227,13
2228,5
2229,31
2230,17
2231,18
2232,11
2233,4
2234,7
2235,2
2236,14
2237,10
2238,2
2239,5
2240,4
2241,6
2242,10
2243,3
2244,3
2245,2
2246,5
2247,10
2248,14
2249,2
2250,4
2251,1
2252,10
2253,3
2254,40
2255,22
2256,7
2257,25
2258,23
2259,1
2260,29
2261,5
2262,18
2263,9
2264,9
2265,13
2266,1
2267,4
2268,2
2269,13
2270,7
2271,12
2272,3
2273,2
2274,2
2275,15
2276,17
2277,3
2278,3
2279,9
2280,17
2281,5
2282,25
2283,3
2284,13
2285,12
2286,2
2287,27
2288,14
2289,5
2290,18
2291,25
2292,44
2293,17
2294,2
2295,1
2296,1
2297,1
2298,4
2299,2
2300,1
2301,4
2302,21
2303,4
2304,13
2305,12
2306,4
2307,31
2308,1
2309,6
2310,4
2311,5
2312,26
2313,29
2314,26
2315,2
2316,5
2317,3
2318,7
2319,35
2320,2
2321,2
2322,1
2323,1
2324,5
2325,1
2326,8
2327,10
2328,16
2329,4
2330,5
2331,5
2332,20
2333,4
2334,4
2335,4
2336,8
2337,3
2338,1
2339,2
2340,18
2341,18
2342,1
2343,19
2344,2
2345,3
2346,3
2347,23
2348,11
2349,1
2350,2
2351,3
2352,5
2353,3
2354,4
2355,8
2356,1
2357,13
2358,2
2359,41
2360,3
2361,2
2362,7
2363,1
2364,14
2365,2
2366,9
2367,19
2368,20
2369,16
2370,12
2371,4
2372,3
2373,6
2374,4
2375,8
2376,11
2377,6
2378,32
2379,22
2380,9
2381,11
2382,10
2383,7
2384,4
2385,1
2386,7
2387,34
2388,2
2389,1
2390,5
2391,4
2392,5
2393,34
2394,5
2395,20
2396,22
2397,4
2398,11
2399,2
2400,2
2401,4
2402,1
2403,8
2404,1
2405,5
2406,8
2407,4
2408,1
2409,7
2410,7
2411,15
2412,1
2413,6
2414,12
2415,1
2416,20
2417,2
2418,7
2419,24
2420,9
2421,8
2422,28
2423,1
2424,12
2425,10
2426,14
2427,6
2428,6
2429,3
2430,5
2431,4
2432,7
2433,13
2434,21
2435,20
2436,23
2437,2
2438,7
2439,33
2440,38
2441,8
2442,12
2443,16
2444,15
2445,4
2446,1
2447,15
2448,11
2449,3
2450,10
2451,6
2452,5
2453,1
2454,2
2455,7
2456,28
2457,28
2458,10
2459,7
2460,2
2461,8
2462,18
2463,11
2464,5
2465,17
2466,30
2467,3
2468,1
2469,1
2470,2
2471,26
2472,1
2473,35
2474,1
2475,4
2476,8
2477,16
2478,1
2479,4
2480,3
2481,19
2482,4
2483,1
2484,8
2485,1
2486,6
2487,2
2488,16
2489,3
2490,25
2491,7
2492,19
2493,3
2494,2
2495,35
2496,1
2497,13
2498,3
2499,11
2500,1
2501,11
2502,29
2503,1
2504,1
2505,2
2506,2
2507,5
2508,2
2509,9
2510,3
2511,23
2512,1
2513,8
2514,2
2515,5
2516,6
2517,5
2518,8
2519,18
2520,1
2521,9
2522,2
2523,7
2524,13
2525,17
2526,4
2527,1
2528,1
2529,3
2530,2
2531,1
2532,17
2533,36
2534,3
2535,1
2536,6
2537,31
2538,3
2539,34
2540,22
2541,27
2542,42
2543,10
2544,2
2545,6
2546,1
2547,6
2548,2
2549,6
2550,2
2551,4
2552,3
2553,1
2554,23
2555,4
2556,11
2557,25
2558,4
2559,8
2560,8
2561,5
2562,30
2563,28
2564,5
2565,11
2566,20
2567,21
2568,1
2569,8
2570,3
2571,10
2572,28
2573,16
2574,2
2575,4
2576,2
2577,18
2578,2
2579,23
2580,8
2581,1
2582,11
2583,13
2584,11
2585,15
2586,4
2587,27
2588,3
2589,3
2590,1
2591,11
2592,2
2593,10
2594,2
2595,13
2596,4
2597,3
2598,16
2599,12
2600,1
2601,38
2602,1
2603,2
2604,7
2605,3
2606,10
2607,2
2608,22
2609,26
2610,37
2611,25
2612,32
2613,12
2614,11
2615,39
2616,13
2617,5
2618,17
2619,17
2620,11
2621,5
2622,1
2623,2
2624,12
2625,5
2626,1
2627,14
2628,2
2629,8
2630,3
2631,2
2632,3
2633,5
2634,3
2635,1
2636,4
2637,3
2638,21
2639,35
2640,1
2641,9
2642,3
2643,1
2644,16
2645,11
2646,3
2647,31
2648,16
2649,10
2650,9
2651,11
2652,12
2653,3
2654,14
2655,2
2656,18
2657,11
2658,9
2659,15
2660,1
2661,42
2662,4
2663,38
2664,4
2665,11
2666,2
2667,9
2668,5
2669,23
2670,23
2671,14
2672,6
2673,11
2674,2
2675,4
2676,6
2677,2
2678,11
2679,15
2680,12
2681,2
2682,8
2683,3
2684,3
2685,2
2686,1
2687,7
2688,2
2689,38
2690,27
2691,9
2692,6
2693,13
2694,6
2695,8
2696,2
2697,19
2698,31
2699,30
2700,6
2701,8
2702,11
2703,20
2704,11
2705,3
2706,23
2707,5
2708,1
2709,12
2710,8
2711,1
2712,30
2713,18
2714,2
2715,20
2716,19
2717,4
2718,36
2719,2
2720,6
2721,5
2722,43
2723,5
2724,2
2725,8
2726,27
2727,35
2728,5
2729,1
2730,13
2731,7
2732,22
2733,2
2734,4
2735,1
2736,14
2737,37
2738,7
2739,9
2740,40
2741,4
2742,9
2743,1
2744,6
2745,13
2746,2
2747,2
2748,6
2749,8
2750,5
2751,31
2752,1
2753,32
2754,3
2755,30
2756,32
2757,6
2758,1
2759,35
2760,3
2761,4
2762,18
2763,7
2764,1
2765,29
2766,1
2767,8
2768,6
2769,4
2770,3
2771,31
2772,4
2773,1
2774,4
2775,10
2776,4
2777,4
2778,10
2779,10
2780,3
2781,15
2782,4
2783,7
2784,4
2785,17
2786,2
2787,2
2788,7
2789,12
2790,16
2791,19
2792,6
2793,1
2794,1
2795,28
2796,2
2797,33
2798,2
2799,3
2800,25
2801,16
2802,3
2803,23
2804,2
2805,12
2806,6
2807,31
2808,18
2809,7
2810,1
2811,14
2812,13
2813,1
2814,10
2815,3
2816,12
2817,4
2818,36
2819,1
2820,7
2821,2
2822,4
2823,1
2824,3
2825,9
2826,21
2827,14
2828,7
2829,2
2830,6
2831,3
2832,5
2833,5
2834,35
2835,2
2836,32
2837,15
2838,37
2839,22
2840,3
2841,34
2842,34
2843,6
2844,17
2845,11
2846,1
2847,3
2848,12
2849,3
2850,14
2851,8
2852,21
2853,2
2854,2
2855,34
2856,42
2857,8
2858,4
2859,1
2860,10
2861,4
2862,1
2863,10
2864,17
2865,7
2866,2
2867,4
2868,8
2869,3
2870,12
2871,23
2872,9
2873,12
2874,13
2875,11
2876,1
2877,6
2878,30
2879,5
2880,20
2881,31
2882,40
2883,2
2884,1
2885,8
2886,18
2887,1
2888,1
2889,3
2890,20
2891,3
2892,3
2893,2
2894,6
2895,5
2896,33
2897,28
2898,10
2899,2
2900,4
2901,2
2902,27
2903,4
2904,1
2905,1
2906,1
2907,11
2908,2
2909,4
2910,13
2911,14
2912,17
2913,10
2914,4
2915,27
2916,1
2917,1
2918,8
2919,10
2920,2
2921,9
2922,4
2923,11
2924,6
2925,5
2926,6
2927,41
2928,1
2929,3
2930,1
2931,1
2932,40
2933,11
2934,3
2935,14
2936,6
2937,2
2938,1
2939,5
2940,3
2941,2
2942,2
2943,15
2944,1
2945,1
2946,6
2947,3
2948,19
2949,14
2950,11
2951,4
2952,3
2953,2
2954,3
2955,2
2956,26
2957,26
2958,1
2959,1
2960,8
2961,31
2962,4
2963,10
2964,6
2965,21
2966,35
2967,9
2968,44
2969,10
2970,15
2971,45
2972,4
2973,15
2974,3
2975,14
2976,6
2977,17
2978,12
2979,3
2980,22
2981,11
2982,8
2983,4
2984,1
2985,8
2986,1
2987,9
2988,2
2989,5
2990,17
2991,4
2992,23
2993,1
2994,3
2995,1
2996,5
2997,3
